,activity_id,assay_id,doc_id,record_id,molregno,standard_relation,standard_value,standard_units,standard_flag,standard_type,activity_comment,data_validity_comment,potential_duplicate,pchembl_value,bao_endpoint,uo_units,qudt_units,toid,upper_value,standard_upper_value,src_id,type,relation,value,units,text_value,standard_text_value,action_type,unit_scale,assay_tax_id,assay_organism,pK,standard_inchi_key
3077,2193737,509222,42314,717161,446433,=,90.2,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,90.2,%,,,,,10376,human gammaherpesvirus 4,,OJUCEDRVOIIDBB-UHFFFAOYSA-N
3078,2193738,509222,42314,717162,255373,=,100.0,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,100.0,%,,,,,10376,human gammaherpesvirus 4,,OENHQHLEOONYIE-JLTXGRSLSA-N
3079,2193739,509223,42314,717140,446422,=,365.0,molar ratio,0,IC50,,,0,,BAO_0000190,,,,,,1,IC50,=,365.0,molar ratio,,,,,10376,human gammaherpesvirus 4,,JPVHNMSADPDREY-UHFFFAOYSA-N
3080,2193740,509223,42314,717141,446423,=,410.0,molar ratio,0,IC50,,,0,,BAO_0000190,,,,,,1,IC50,=,410.0,molar ratio,,,,,10376,human gammaherpesvirus 4,,IEORWLUZCJVMDT-UHFFFAOYSA-N
3081,2193741,509223,42314,717142,446424,=,370.0,molar ratio,0,IC50,,,0,,BAO_0000190,,,,,,1,IC50,=,370.0,molar ratio,,,,,10376,human gammaherpesvirus 4,,REAWMYXWSLIYTD-UHFFFAOYSA-N
3082,2193742,509223,42314,717143,446425,=,360.0,molar ratio,0,IC50,,,0,,BAO_0000190,,,,,,1,IC50,=,360.0,molar ratio,,,,,10376,human gammaherpesvirus 4,,CVMJDWJRAHZHBP-UHFFFAOYSA-N
3083,2193743,509223,42314,717161,446433,=,350.0,molar ratio,0,IC50,,,0,,BAO_0000190,,,,,,1,IC50,=,350.0,molar ratio,,,,,10376,human gammaherpesvirus 4,,OJUCEDRVOIIDBB-UHFFFAOYSA-N
3084,2193744,509223,42314,717162,255373,=,400.0,molar ratio,0,IC50,,,0,,BAO_0000190,,,,,,1,IC50,=,400.0,molar ratio,,,,,10376,human gammaherpesvirus 4,,OENHQHLEOONYIE-JLTXGRSLSA-N
3085,2378171,513193,45152,722648,27780,,,,0,Activity,Active,,0,,BAO_0000375,,,,,,1,Activity,,,,,,,,10359,Human betaherpesvirus 5,,ZJAOAACCNHFJAH-UHFFFAOYSA-N
3086,2631412,519973,46821,783506,1763,=,7.9,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,7.9,%,,,,,10376,human gammaherpesvirus 4,,QGJZLNKBHJESQX-FZFNOLFKSA-N
3087,2631413,519973,46821,783507,499990,=,8.5,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,8.5,%,,,,,10376,human gammaherpesvirus 4,,WLCHQSHZHFLMJH-VILVJDKQSA-N
3088,2631414,519973,46821,783508,2067,=,6.1,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,6.1,%,,,,,10376,human gammaherpesvirus 4,,YJEJKUQEXFSVCJ-WRFMNRASSA-N
3089,2631415,519973,46821,783509,483265,=,0.0,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,0.0,%,,,,,10376,human gammaherpesvirus 4,,GKLTYMVQESOHKZ-PMYYZYIHSA-N
3090,2631416,519973,46821,783510,499992,=,0.0,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,0.0,%,,,,,10376,human gammaherpesvirus 4,,ZZWLRFBQCCWPPO-AECKYVSTSA-N
3091,2631417,519973,46821,783511,499993,=,0.0,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,0.0,%,,,,,10376,human gammaherpesvirus 4,,VGECYZIBPZBURG-SPODLQDHSA-N
3092,2631418,519973,46821,783512,499994,=,17.0,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,17.0,%,,,,,10376,human gammaherpesvirus 4,,WQITZAQWZLJSAZ-QHKNEDSNSA-N
3093,2631419,519973,46821,783513,499995,=,15.3,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,15.3,%,,,,,10376,human gammaherpesvirus 4,,HFRZQXOQKIRJNS-XPUOKCJDSA-N
3094,2631420,519973,46821,783514,499996,=,10.9,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,10.9,%,,,,,10376,human gammaherpesvirus 4,,RVDWDLIHFHJBPH-JQOIKUJCSA-N
3095,2631421,519973,46821,783515,499997,=,12.3,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,12.3,%,,,,,10376,human gammaherpesvirus 4,,FDNJWNBFNJBYLL-MLXLKORNSA-N
3096,2631422,519973,46821,783516,499998,=,7.3,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,7.3,%,,,,,10376,human gammaherpesvirus 4,,DZBOZHSUVVJTFR-CLQFKUKVSA-N
3097,2631423,519973,46821,783517,499999,=,4.8,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,4.8,%,,,,,10376,human gammaherpesvirus 4,,YRVHGCPAERWQAO-ZOWNOBABSA-N
3098,2631424,519973,46821,783518,500000,=,5.1,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,5.1,%,,,,,10376,human gammaherpesvirus 4,,AIXACOYEIAKGJC-AOPNVZRKSA-N
3099,2631425,519973,46821,783519,500001,=,5.7,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,5.7,%,,,,,10376,human gammaherpesvirus 4,,KZKZVPLGJUOSDO-OFGDBRBRSA-N
3100,2631426,519973,46821,783520,500002,=,10.1,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,10.1,%,,,,,10376,human gammaherpesvirus 4,,NUDCZUBEFGYVSS-RSICVRGJSA-N
3101,2631427,519973,46821,783608,500052,=,14.2,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,14.2,%,,,,,10376,human gammaherpesvirus 4,,OMIPUCUDSDHBNM-FUAAEJBOSA-N
3102,2631428,519973,46821,783609,417947,=,0.0,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,0.0,%,,,,,10376,human gammaherpesvirus 4,,KYTCPORAOYRRNP-BNBFFFDDSA-N
3103,2631429,519973,46821,783610,417944,=,0.0,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,0.0,%,,,,,10376,human gammaherpesvirus 4,,KYTWIODTMDIJEV-AODKPIIZSA-N
3104,2631430,519973,46821,783611,417943,=,0.0,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,0.0,%,,,,,10376,human gammaherpesvirus 4,,KYTWIODTMDIJEV-VWIZAEKASA-N
3105,2631431,519973,46821,783505,190171,=,0.0,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,0.0,%,,,,,10376,human gammaherpesvirus 4,,ZIUSSTSXXLLKKK-KOBPDPAPSA-N
3106,2631432,519974,46821,783506,1763,=,37.2,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,37.2,%,,,,,10376,human gammaherpesvirus 4,,QGJZLNKBHJESQX-FZFNOLFKSA-N
3107,2631433,519974,46821,783507,499990,=,35.7,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,35.7,%,,,,,10376,human gammaherpesvirus 4,,WLCHQSHZHFLMJH-VILVJDKQSA-N
3108,2631434,519974,46821,783508,2067,=,36.1,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,36.1,%,,,,,10376,human gammaherpesvirus 4,,YJEJKUQEXFSVCJ-WRFMNRASSA-N
3109,2631435,519974,46821,783509,483265,=,26.2,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,26.2,%,,,,,10376,human gammaherpesvirus 4,,GKLTYMVQESOHKZ-PMYYZYIHSA-N
3110,2631436,519974,46821,783510,499992,=,25.7,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,25.7,%,,,,,10376,human gammaherpesvirus 4,,ZZWLRFBQCCWPPO-AECKYVSTSA-N
3111,2631437,519974,46821,783511,499993,=,23.5,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,23.5,%,,,,,10376,human gammaherpesvirus 4,,VGECYZIBPZBURG-SPODLQDHSA-N
3112,2631438,519974,46821,783512,499994,=,53.8,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,53.8,%,,,,,10376,human gammaherpesvirus 4,,WQITZAQWZLJSAZ-QHKNEDSNSA-N
3113,2631439,519974,46821,783513,499995,=,50.4,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,50.4,%,,,,,10376,human gammaherpesvirus 4,,HFRZQXOQKIRJNS-XPUOKCJDSA-N
3114,2631440,519974,46821,783514,499996,=,43.3,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,43.3,%,,,,,10376,human gammaherpesvirus 4,,RVDWDLIHFHJBPH-JQOIKUJCSA-N
3115,2631441,519974,46821,783515,499997,=,46.1,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,46.1,%,,,,,10376,human gammaherpesvirus 4,,FDNJWNBFNJBYLL-MLXLKORNSA-N
3116,2631442,519974,46821,783516,499998,=,37.9,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,37.9,%,,,,,10376,human gammaherpesvirus 4,,DZBOZHSUVVJTFR-CLQFKUKVSA-N
3117,2631443,519974,46821,783517,499999,=,33.7,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,33.7,%,,,,,10376,human gammaherpesvirus 4,,YRVHGCPAERWQAO-ZOWNOBABSA-N
3118,2631444,519974,46821,783518,500000,=,35.0,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,35.0,%,,,,,10376,human gammaherpesvirus 4,,AIXACOYEIAKGJC-AOPNVZRKSA-N
3119,2631445,519974,46821,783519,500001,=,35.6,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,35.6,%,,,,,10376,human gammaherpesvirus 4,,KZKZVPLGJUOSDO-OFGDBRBRSA-N
3120,2631446,519974,46821,783520,500002,=,36.4,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,36.4,%,,,,,10376,human gammaherpesvirus 4,,NUDCZUBEFGYVSS-RSICVRGJSA-N
3121,2631447,519974,46821,783608,500052,=,39.2,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,39.2,%,,,,,10376,human gammaherpesvirus 4,,OMIPUCUDSDHBNM-FUAAEJBOSA-N
3122,2631448,519974,46821,783609,417947,=,29.3,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,29.3,%,,,,,10376,human gammaherpesvirus 4,,KYTCPORAOYRRNP-BNBFFFDDSA-N
3123,2631449,519974,46821,783610,417944,=,31.5,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,31.5,%,,,,,10376,human gammaherpesvirus 4,,KYTWIODTMDIJEV-AODKPIIZSA-N
3124,2631450,519974,46821,783611,417943,=,31.8,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,31.8,%,,,,,10376,human gammaherpesvirus 4,,KYTWIODTMDIJEV-VWIZAEKASA-N
3125,2631451,519974,46821,783505,190171,=,22.8,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,22.8,%,,,,,10376,human gammaherpesvirus 4,,ZIUSSTSXXLLKKK-KOBPDPAPSA-N
3126,2631452,519975,46821,783506,1763,=,75.1,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,75.1,%,,,,,10376,human gammaherpesvirus 4,,QGJZLNKBHJESQX-FZFNOLFKSA-N
3127,2631453,519975,46821,783507,499990,=,72.1,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,72.1,%,,,,,10376,human gammaherpesvirus 4,,WLCHQSHZHFLMJH-VILVJDKQSA-N
3128,2631454,519975,46821,783508,2067,=,74.2,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,74.2,%,,,,,10376,human gammaherpesvirus 4,,YJEJKUQEXFSVCJ-WRFMNRASSA-N
3129,2631455,519975,46821,783509,483265,=,66.7,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,66.7,%,,,,,10376,human gammaherpesvirus 4,,GKLTYMVQESOHKZ-PMYYZYIHSA-N
3130,2631456,519975,46821,783510,499992,=,65.7,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,65.7,%,,,,,10376,human gammaherpesvirus 4,,ZZWLRFBQCCWPPO-AECKYVSTSA-N
3131,2631457,519975,46821,783511,499993,=,62.5,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,62.5,%,,,,,10376,human gammaherpesvirus 4,,VGECYZIBPZBURG-SPODLQDHSA-N
3132,2631458,519975,46821,783512,499994,=,83.2,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,83.2,%,,,,,10376,human gammaherpesvirus 4,,WQITZAQWZLJSAZ-QHKNEDSNSA-N
3133,2631459,519975,46821,783513,499995,=,80.1,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,80.1,%,,,,,10376,human gammaherpesvirus 4,,HFRZQXOQKIRJNS-XPUOKCJDSA-N
3134,2631460,519975,46821,783514,499996,=,77.8,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,77.8,%,,,,,10376,human gammaherpesvirus 4,,RVDWDLIHFHJBPH-JQOIKUJCSA-N
3135,2631461,519975,46821,783515,499997,=,79.0,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,79.0,%,,,,,10376,human gammaherpesvirus 4,,FDNJWNBFNJBYLL-MLXLKORNSA-N
3136,2631462,519975,46821,783516,499998,=,75.9,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,75.9,%,,,,,10376,human gammaherpesvirus 4,,DZBOZHSUVVJTFR-CLQFKUKVSA-N
3137,2631463,519975,46821,783517,499999,=,72.4,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,72.4,%,,,,,10376,human gammaherpesvirus 4,,YRVHGCPAERWQAO-ZOWNOBABSA-N
3138,2631464,519975,46821,783518,500000,=,72.0,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,72.0,%,,,,,10376,human gammaherpesvirus 4,,AIXACOYEIAKGJC-AOPNVZRKSA-N
3139,2631465,519975,46821,783519,500001,=,73.1,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,73.1,%,,,,,10376,human gammaherpesvirus 4,,KZKZVPLGJUOSDO-OFGDBRBRSA-N
3140,2631466,519975,46821,783520,500002,=,74.3,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,74.3,%,,,,,10376,human gammaherpesvirus 4,,NUDCZUBEFGYVSS-RSICVRGJSA-N
3141,2631467,519975,46821,783608,500052,=,79.0,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,79.0,%,,,,,10376,human gammaherpesvirus 4,,OMIPUCUDSDHBNM-FUAAEJBOSA-N
3142,2631468,519975,46821,783609,417947,=,70.1,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,70.1,%,,,,,10376,human gammaherpesvirus 4,,KYTCPORAOYRRNP-BNBFFFDDSA-N
3143,2631469,519975,46821,783610,417944,=,71.0,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,71.0,%,,,,,10376,human gammaherpesvirus 4,,KYTWIODTMDIJEV-AODKPIIZSA-N
3144,2631470,519975,46821,783611,417943,=,71.2,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,71.2,%,,,,,10376,human gammaherpesvirus 4,,KYTWIODTMDIJEV-VWIZAEKASA-N
3145,2631471,519975,46821,783505,190171,=,81.7,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,81.7,%,,,,,10376,human gammaherpesvirus 4,,ZIUSSTSXXLLKKK-KOBPDPAPSA-N
3146,2631472,519976,46821,783506,1763,=,100.0,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,100.0,%,,,,,10376,human gammaherpesvirus 4,,QGJZLNKBHJESQX-FZFNOLFKSA-N
3147,2631473,519976,46821,783507,499990,=,100.0,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,100.0,%,,,,,10376,human gammaherpesvirus 4,,WLCHQSHZHFLMJH-VILVJDKQSA-N
3148,2631474,519976,46821,783508,2067,=,96.5,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,96.5,%,,,,,10376,human gammaherpesvirus 4,,YJEJKUQEXFSVCJ-WRFMNRASSA-N
3149,2631475,519976,46821,783509,483265,=,91.6,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,91.6,%,,,,,10376,human gammaherpesvirus 4,,GKLTYMVQESOHKZ-PMYYZYIHSA-N
3150,2631476,519976,46821,783510,499992,=,90.2,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,90.2,%,,,,,10376,human gammaherpesvirus 4,,ZZWLRFBQCCWPPO-AECKYVSTSA-N
3151,2631477,519976,46821,783511,499993,=,88.7,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,88.7,%,,,,,10376,human gammaherpesvirus 4,,VGECYZIBPZBURG-SPODLQDHSA-N
3152,2631478,519976,46821,783512,499994,=,100.0,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,100.0,%,,,,,10376,human gammaherpesvirus 4,,WQITZAQWZLJSAZ-QHKNEDSNSA-N
3153,2631479,519976,46821,783513,499995,=,100.0,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,100.0,%,,,,,10376,human gammaherpesvirus 4,,HFRZQXOQKIRJNS-XPUOKCJDSA-N
3154,2631480,519976,46821,783514,499996,=,97.0,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,97.0,%,,,,,10376,human gammaherpesvirus 4,,RVDWDLIHFHJBPH-JQOIKUJCSA-N
3155,2631481,519976,46821,783515,499997,=,100.0,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,100.0,%,,,,,10376,human gammaherpesvirus 4,,FDNJWNBFNJBYLL-MLXLKORNSA-N
3156,2631482,519976,46821,783516,499998,=,94.8,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,94.8,%,,,,,10376,human gammaherpesvirus 4,,DZBOZHSUVVJTFR-CLQFKUKVSA-N
3157,2631483,519976,46821,783517,499999,=,92.5,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,92.5,%,,,,,10376,human gammaherpesvirus 4,,YRVHGCPAERWQAO-ZOWNOBABSA-N
3158,2631484,519976,46821,783518,500000,=,93.8,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,93.8,%,,,,,10376,human gammaherpesvirus 4,,AIXACOYEIAKGJC-AOPNVZRKSA-N
3159,2631485,519976,46821,783519,500001,=,95.3,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,95.3,%,,,,,10376,human gammaherpesvirus 4,,KZKZVPLGJUOSDO-OFGDBRBRSA-N
3160,2631486,519976,46821,783520,500002,=,100.0,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,100.0,%,,,,,10376,human gammaherpesvirus 4,,NUDCZUBEFGYVSS-RSICVRGJSA-N
3161,2631487,519976,46821,783608,500052,=,100.0,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,100.0,%,,,,,10376,human gammaherpesvirus 4,,OMIPUCUDSDHBNM-FUAAEJBOSA-N
3162,2631488,519976,46821,783609,417947,=,93.1,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,93.1,%,,,,,10376,human gammaherpesvirus 4,,KYTCPORAOYRRNP-BNBFFFDDSA-N
3163,2631489,519976,46821,783610,417944,=,94.2,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,94.2,%,,,,,10376,human gammaherpesvirus 4,,KYTWIODTMDIJEV-AODKPIIZSA-N
3164,2631490,519976,46821,783611,417943,=,94.7,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,94.7,%,,,,,10376,human gammaherpesvirus 4,,KYTWIODTMDIJEV-VWIZAEKASA-N
3165,2631491,519976,46821,783505,190171,=,100.0,%,0,Activity,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Activity,=,100.0,%,,,,,10376,human gammaherpesvirus 4,,ZIUSSTSXXLLKKK-KOBPDPAPSA-N
3166,2631492,519977,46821,783506,1763,=,403.0,molar ratio,0,IC50,,,0,,BAO_0000190,,,,,,1,IC50,=,403.0,molar ratio,,,,,10376,human gammaherpesvirus 4,,QGJZLNKBHJESQX-FZFNOLFKSA-N
3167,2631493,519977,46821,783507,499990,=,400.0,molar ratio,0,IC50,,,0,,BAO_0000190,,,,,,1,IC50,=,400.0,molar ratio,,,,,10376,human gammaherpesvirus 4,,WLCHQSHZHFLMJH-VILVJDKQSA-N
3168,2631494,519977,46821,783508,2067,=,396.0,molar ratio,0,IC50,,,0,,BAO_0000190,,,,,,1,IC50,=,396.0,molar ratio,,,,,10376,human gammaherpesvirus 4,,YJEJKUQEXFSVCJ-WRFMNRASSA-N
3169,2631495,519977,46821,783509,483265,=,299.0,molar ratio,0,IC50,,,0,,BAO_0000190,,,,,,1,IC50,=,299.0,molar ratio,,,,,10376,human gammaherpesvirus 4,,GKLTYMVQESOHKZ-PMYYZYIHSA-N
3170,2631496,519977,46821,783510,499992,=,295.0,molar ratio,0,IC50,,,0,,BAO_0000190,,,,,,1,IC50,=,295.0,molar ratio,,,,,10376,human gammaherpesvirus 4,,ZZWLRFBQCCWPPO-AECKYVSTSA-N
3171,2631497,519977,46821,783511,499993,=,285.0,molar ratio,0,IC50,,,0,,BAO_0000190,,,,,,1,IC50,=,285.0,molar ratio,,,,,10376,human gammaherpesvirus 4,,VGECYZIBPZBURG-SPODLQDHSA-N
3172,2631498,519977,46821,783512,499994,=,546.0,molar ratio,0,IC50,,,0,,BAO_0000190,,,,,,1,IC50,=,546.0,molar ratio,,,,,10376,human gammaherpesvirus 4,,WQITZAQWZLJSAZ-QHKNEDSNSA-N
3173,2631499,519977,46821,783513,499995,=,523.0,molar ratio,0,IC50,,,0,,BAO_0000190,,,,,,1,IC50,=,523.0,molar ratio,,,,,10376,human gammaherpesvirus 4,,HFRZQXOQKIRJNS-XPUOKCJDSA-N
3174,2631500,519977,46821,783514,499996,=,445.0,molar ratio,0,IC50,,,0,,BAO_0000190,,,,,,1,IC50,=,445.0,molar ratio,,,,,10376,human gammaherpesvirus 4,,RVDWDLIHFHJBPH-JQOIKUJCSA-N
3175,2631501,519977,46821,783515,499997,=,482.0,molar ratio,0,IC50,,,0,,BAO_0000190,,,,,,1,IC50,=,482.0,molar ratio,,,,,10376,human gammaherpesvirus 4,,FDNJWNBFNJBYLL-MLXLKORNSA-N
3176,2631502,519977,46821,783516,499998,=,390.0,molar ratio,0,IC50,,,0,,BAO_0000190,,,,,,1,IC50,=,390.0,molar ratio,,,,,10376,human gammaherpesvirus 4,,DZBOZHSUVVJTFR-CLQFKUKVSA-N
3177,2631503,519977,46821,783517,499999,=,344.0,molar ratio,0,IC50,,,0,,BAO_0000190,,,,,,1,IC50,=,344.0,molar ratio,,,,,10376,human gammaherpesvirus 4,,YRVHGCPAERWQAO-ZOWNOBABSA-N
3178,2631504,519977,46821,783518,500000,=,349.0,molar ratio,0,IC50,,,0,,BAO_0000190,,,,,,1,IC50,=,349.0,molar ratio,,,,,10376,human gammaherpesvirus 4,,AIXACOYEIAKGJC-AOPNVZRKSA-N
3179,2631505,519977,46821,783519,500001,=,352.0,molar ratio,0,IC50,,,0,,BAO_0000190,,,,,,1,IC50,=,352.0,molar ratio,,,,,10376,human gammaherpesvirus 4,,KZKZVPLGJUOSDO-OFGDBRBRSA-N
